"CHILDID","C7DESMTH","C7R4MSCL","S7_ID","C6R4MSCL","P6EXPECT","GENDER","RACE","WKSESL","WKPOV_R","WKMOMED","P7HFAMIL","S7PUPRI","R7REGION","R7URBAN"
"0460006C",1,171.39,"A034",160.71,"4y college",1,"WHITE",-0.67,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0460007C",0,155.42,"A034",123.39,"4y college",1,"WHITE",1.25,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0460008C",0,115.98,"A034",116.77,"less than",0,"WHITE",-0.42,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0460009C",0,126.71,"A034",96.27,"4y college",0,"WHITE",-0.02,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0460010C",0,147.19,"A034",145.59,"4y college",1,"WHITE",-0.55,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0460011C",1,167.91,"A034",152.82,"more than",1,"WHITE",1.75,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0460012C",0,154.81,"A034",117.08,"4y college",0,"WHITE",0.75,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0460013C",0,156.63,"A034",137.62,"less than",0,"WHITE",-0.17,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0460014C",0,164.12,"A034",115.23,"4y college",0,"Other",-0.08,"BELOW POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0460015C",0,162.05,"A034",140.33,"4y college",1,"WHITE",-0.22,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0460017C",0,152.6,"0464",147.21,"4y college",0,"WHITE",0.16,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0460018C",0,159.05,"A034",128.52,"less than",0,"WHITE",-0.24,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0460019C",0,148.29,"A034",128.29,"more than",1,"WHITE",2.33,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0460020C",0,155.49,"A034",116.2,"less than",0,"WHITE",-0.08,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0460021C",0,159.64,"A034",142.58,"4y college",1,"WHITE",-0.44,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0460022C",0,156.93,"A034",153.34,"4y college",0,"WHITE",0.96,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0460023C",0,111.2,"A034",77.89,"less than",0,"WHITE",-0.67,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0460024C",1,167.71,"A034",151.48,"4y college",1,"WHITE",0.56,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0460025C",0,126.64,"A034",103.16,"less than",0,"WHITE",-0.42,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0460026C",0,120.44,"A034",66.08,"4y college",0,"WHITE",-0.02,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0461009C",0,150.61,"A034",125.68,"4y college",1,"WHITE",-0.15,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0461013C",1,160.14,"A034",150.79,"more than",1,"WHITE",0.04,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0461014C",1,171.42,"A034",165.35,"4y college",0,"WHITE",-0.13,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0462001C",1,163.17,"A052",146.98,"less than",0,"HISPANIC",-0.04,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0462002C",0,130.33,"A052",88.11,"less than",0,"WHITE",0.1,"BELOW POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0462005C",1,149.34,"A052",154.47,"less than",1,"WHITE",-0.03,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0462006C",0,142.76,"A052",130.83,"less than",1,"WHITE",-0.33,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0462007C",1,156.94,"A052",142.9,"4y college",1,"WHITE",0.2,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0462008C",1,163.06,"A052",149.95,"less than",1,"WHITE",0.08,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0462009C",1,157.36,"A052",158.51,"4y college",1,"WHITE",-0.3,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0462011C",0,150.75,"A052",132.7,"less than",0,"WHITE",0.08,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0462015C",1,168.93,"A052",145.52,"4y college",0,"WHITE",0.44,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0462019C",0,145.51,"A052",137.89,"less than",1,"WHITE",-0.61,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0462020C",0,135.29,"A052",132.72,"4y college",0,"WHITE",0.46,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0462022C",1,139.24,"A052",140.16,"less than",0,"WHITE",-0.23,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0462024C",0,131.76,"A052",115.88,"4y college",0,"WHITE",0.18,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0464001C",0,142.61,"0464",130.41,"less than",1,"WHITE",-0.24,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0464003C",1,161.05,"0464",142.31,"4y college",0,"WHITE",0.1,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0464009C",0,168.05,"0464",154.59,"more than",1,"WHITE",-0.3,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0464012C",1,162.14,"0464",149.66,"4y college",1,"WHITE",0.09,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0464013C",0,136.41,"0464",119.97,"less than",1,"WHITE",-0.64,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0464014C",0,157,"0464",134.4,"less than",0,"WHITE",-0.6,"AT OR ABOVE POVERTY THRESHOLD","less than high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0464015C",1,147.38,"0464",109.22,"less than",0,"WHITE",-0.51,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0464016C",0,140.04,"0464",114.94,"less than",0,"WHITE",-0.29,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0464018C",0,128.14,"0464",129.89,"less than",0,"WHITE",-0.52,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0464019C",0,129.83,"0464",115.1,"less than",0,"WHITE",-0.58,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0465004C",0,118.82,"C396",106.07,"less than",1,"WHITE",-0.8,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0465006C",1,160.53,"C396",144.21,"4y college",1,"WHITE",-0.32,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0465007C",1,157.88,"C396",152.67,"4y college",1,"WHITE",-0.41,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0465009C",1,133.59,"C396",118.04,"less than",1,"WHITE",-0.48,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0465010C",1,163.16,"C396",150.15,"4y college",1,"WHITE",-0.37,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0465012C",0,159.7,"C396",114.75,"less than",1,"WHITE",-0.3,"AT OR ABOVE POVERTY THRESHOLD","less than high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0465014C",0,162.58,"C396",114.38,"less than",0,"WHITE",-0.08,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0465018C",1,163.59,"C396",142.39,"4y college",0,"WHITE",-0.44,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0465019C",0,147.31,"C396",130.19,"less than",0,"WHITE",-0.54,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0465020C",0,123.11,"C396",106.56,"less than",0,"WHITE",-0.65,"BELOW POVERTY THRESHOLD","high school","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0465021C",0,100.83,"C396",85.47,"less than",0,"WHITE",-0.45,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0465023C",0,155.4,"C396",119.54,"4y college",0,"WHITE",0.37,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0465024C",0,139.08,"C396",124.98,"4y college",0,"WHITE",0,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0466001C",0,156.92,"C396",140.33,"less than",1,"WHITE",-0.56,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0466004C",1,159.45,"C396",143.15,"4y college",0,"WHITE",-0.41,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0466005C",0,168.41,"C396",124.38,"less than",0,"WHITE",-0.16,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0466007C",0,159.75,"C396",129.2,"more than",0,"WHITE",0.72,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0466008C",1,158.57,"C396",139.3,"4y college",1,"WHITE",0.06,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0466009C",0,122.93,"C396",85.36,"less than",0,"WHITE",-0.44,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0466011C",0,164.04,"C396",130.54,"less than",1,"WHITE",0.07,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0466012C",0,162.84,"C396",143.2,"4y college",0,"WHITE",-0.67,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0466014C",0,135.09,"C396",111.44,"less than",1,"WHITE",-0.13,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0466017C",1,162.81,"C396",154.1,"4y college",0,"WHITE",1.14,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0466018C",0,157.5,"C396",143.01,"4y college",1,"WHITE",0.06,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0466019C",0,163.67,"C396",95.39,"less than",0,"WHITE",-0.43,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0466020C",1,169.53,"C396",141.12,"more than",0,"WHITE",0.66,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0466022C",0,143.6,"C396",119.94,"4y college",0,"WHITE",0.3,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0466023C",0,150.7,"C396",129.91,"4y college",0,"WHITE",-0.41,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0466024C",1,164.01,"C396",137.87,"4y college",1,"WHITE",0.66,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0467001C",0,161.43,"C396",142.42,"less than",1,"WHITE",0.08,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0467003C",1,158.72,"C396",141.1,"less than",1,"WHITE",-0.32,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0467004C",0,115.88,"C396",70.79,"4y college",0,"WHITE",-0.63,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0467006C",1,162.35,"C396",119.76,"4y college",1,"WHITE",-0.21,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0467007C",0,156.28,"C396",131.79,"4y college",0,"WHITE",0.22,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0467008C",1,163.18,"C396",151.21,"4y college",1,"WHITE",1.48,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0467009C",0,156.04,"C396",132.21,"4y college",1,"WHITE",-0.11,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0467010C",0,135.02,"C396",108.41,"less than",0,"WHITE",-1.1,"AT OR ABOVE POVERTY THRESHOLD","less than high school","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0467011C",0,155.81,"C396",151.04,"less than",1,"WHITE",0.01,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0467012C",1,160.66,"C396",145.71,"more than",0,"WHITE",-0.04,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0467013C",1,167.25,"C396",139.87,"less than",1,"WHITE",0.09,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0467014C",1,155.26,"C396",143.04,"more than",1,"WHITE",-0.45,"BELOW POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0467015C",1,153.89,"C396",134.24,"4y college",0,"WHITE",-0.21,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0467016C",0,132.16,"C396",87.03,"less than",1,"WHITE",-0.16,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0467017C",0,159.32,"C396",130.82,"4y college",0,"WHITE",0.3,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0467019C",0,117.57,"C396",95.44,"less than",0,"WHITE",-0.64,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0467022C",1,161.75,"C396",157.36,"less than",0,"WHITE",-0.52,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0467023C",0,94.06,"C396",68.11,"less than",1,"HISPANIC",-0.49,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0467025C",0,137.87,"C396",82.31,"4y college",0,"WHITE",-0.63,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0473002C",1,166.48,"C464",149.14,"more than",0,"WHITE",0.4,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0473003C",0,135.46,"C464",110.48,"more than",1,"BLACK",-0.64,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0473004C",1,141.69,"C464",128.4,"4y college",1,"WHITE",0.39,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0473006C",1,160.43,"C464",150.34,"4y college",0,"WHITE",0.08,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0473008C",1,163.12,"C464",159.53,"more than",0,"WHITE",0.55,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0473009C",0,135.46,"C464",130.53,"more than",0,"WHITE",-0.09,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0473014C",1,171.46,"C464",164.9,"4y college",0,"HISPANIC",0.13,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0473016C",1,169.69,"C464",156.39,"more than",1,"WHITE",0.86,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0473017C",0,140.98,"C464",101.95,"4y college",0,"WHITE",-0.08,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0473018C",1,169.19,"C464",158.34,"less than",1,"HISPANIC",-0.13,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0473019C",1,155.54,"C464",133.46,"4y college",1,"WHITE",1.26,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0473022C",1,155.1,"C464",159.09,"more than",1,"WHITE",0.63,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0474002C",1,133.97,"C468",73.4,"less than",1,"WHITE",1.16,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0474004C",0,135.48,"C468",107.27,"less than",0,"WHITE",-0.21,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0474007C",0,150.45,"C468",135.83,"more than",0,"WHITE",-0.05,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0474008C",1,144.45,"C468",127,"more than",0,"WHITE",-0.09,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0474011C",1,167.43,"C468",141.94,"more than",0,"WHITE",-0.5,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0474013C",0,145.89,"C468",139.29,"4y college",1,"WHITE",0.32,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0474014C",1,152.4,"C468",127.77,"more than",0,"WHITE",1.22,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0474015C",1,120.38,"C468",120.98,"less than",1,"WHITE",-0.55,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0474016C",1,153.51,"C468",126.1,"4y college",1,"WHITE",-0.47,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0474019C",0,126.14,"C468",121.57,"4y college",1,"WHITE",0.88,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0474021C",1,161.69,"C468",117.86,"less than",0,"WHITE",-1.43,"BELOW POVERTY THRESHOLD","high school","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0483002C",0,99.95,"D551",87.27,"4y college",0,"WHITE",0.36,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0483003C",1,143.57,"D551",133.17,"more than",1,"WHITE",1.98,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0483008C",0,123.53,"D551",113.96,"4y college",1,"WHITE",-0.42,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0483010C",0,144.68,"D551",130.91,"less than",1,"WHITE",-0.35,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
